customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,tenure_month,is_female,has_churned,has_phone,has_internet,has_internet_and_phone,service_type,partner_dependents,start_date,average_month,contract_type,phone_type,internet_type
6140-QNRQQ,Male,0,No,No,1,2,0,Mailed check,71.55,71.55,Yes,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,1/3/2021,71.55,Month-to-Month,One Line,Fiber Optic
6141-OOXUQ,Male,0,No,No,1,0,0,Mailed check,19.65,19.65,Yes,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,Phone Only,0,1/3/2021,19.65,Month-to-Month,One Line,No Internet Service
6142-VSJQO,Female,0,Yes,Yes,1,1,0,Bank transfer (automatic),44.35,44.35,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,3,1/3/2021,44.35,Month-to-Month,One Line,DSL
6143-JQKEA,Male,0,No,No,1,1,0,Credit card (automatic),45.8,436.2,No,9.524017467,10,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,5/3/2020,45.8,Month-to-Month,One Line,DSL
6145-NNPNO,Female,0,No,No,1,1,0,Bank transfer (automatic),44.15,44.15,No,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2021,44.15,Month-to-Month,One Line,DSL
6147-CBCRA,Female,0,Yes,No,1,0,0,Mailed check,20.05,669.45,No,33.38902743,33,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,1,5/3/2018,20.05,Month-to-Month,One Line,No Internet Service
6152-ONASV,Female,0,Yes,No,2,1,1,Bank transfer (automatic),58.25,3975.7,No,68.25236052,68,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,6/3/2015,58.25,1 Year,Two or More Lines,DSL
6156-UZDLF,Female,0,No,No,1,2,1,Credit card (automatic),87.15,2274.1,No,26.09409065,26,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,12/3/2018,87.15,1 Year,One Line,Fiber Optic
6158-DWPZT,Male,0,Yes,No,0,1,1,Bank transfer (automatic),24.1,259.8,Yes,10.78008299,11,FALSE,TRUE,FALSE,TRUE,FALSE,Internet Only,1,4/3/2020,24.1,1 Year,No Phone Service,DSL
6158-HDPXZ,Male,0,No,No,0,1,0,Mailed check,25.35,25.35,No,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,1/3/2021,25.35,Month-to-Month,No Phone Service,DSL
6161-ERDGD,Male,0,Yes,Yes,2,1,1,Electronic check,85.45,6300.85,No,73.73727326,74,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,1/3/2015,85.45,1 Year,Two or More Lines,DSL
6161-UUUTA,Male,1,No,No,1,2,0,Electronic check,79.9,260.9,Yes,3.265331665,3,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,11/3/2020,79.9,Month-to-Month,One Line,Fiber Optic
6164-HAQTX,Male,0,No,No,0,1,2,Bank transfer (automatic),53.95,3888.65,No,72.07877665,72,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,2/3/2015,53.95,2 Year,No Phone Service,DSL
6164-HXUGH,Female,0,Yes,Yes,1,0,0,Mailed check,19.85,119.3,No,6.010075567,6,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,8/3/2020,19.85,Month-to-Month,One Line,No Internet Service
6166-ILMNY,Female,0,No,No,1,2,0,Bank transfer (automatic),69.75,144.55,Yes,2.072401434,2,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,12/3/2020,69.75,Month-to-Month,One Line,Fiber Optic
6166-YIPFO,Male,0,Yes,No,0,1,2,Electronic check,64.7,4746.05,No,73.35471406,73,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,1,1/3/2015,64.7,2 Year,No Phone Service,DSL
6168-WFVVF,Female,1,No,No,1,2,0,Electronic check,70.3,235.5,Yes,3.349928876,3,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,11/3/2020,70.3,Month-to-Month,One Line,Fiber Optic
6168-YBYNP,Male,0,No,No,2,2,0,Electronic check,111.35,6519.75,No,58.55186349,59,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,4/3/2016,111.35,Month-to-Month,Two or More Lines,Fiber Optic
6169-PGNCD,Female,0,No,No,1,1,2,Credit card (automatic),74.3,4166.35,No,56.07469717,56,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,6/3/2016,74.3,2 Year,One Line,DSL
6169-PPETC,Male,0,Yes,Yes,1,0,2,Bank transfer (automatic),20.5,759.35,No,37.04146341,37,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,1/3/2018,20.5,2 Year,One Line,No Internet Service
6171-ZTVYB,Male,0,Yes,No,2,1,0,Bank transfer (automatic),66.25,2907.35,No,43.8845283,44,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,7/3/2017,66.25,Month-to-Month,Two or More Lines,DSL
6172-FECYY,Male,0,Yes,Yes,2,2,0,Electronic check,84.5,4254.85,Yes,50.35325444,50,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,3,12/3/2016,84.5,Month-to-Month,Two or More Lines,Fiber Optic
6173-GOLSU,Male,1,Yes,No,2,2,0,Credit card (automatic),94.65,6079,No,64.22609614,64,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,10/3/2015,94.65,Month-to-Month,Two or More Lines,Fiber Optic
6173-ITPWD,Male,0,Yes,No,2,2,0,Bank transfer (automatic),83.35,4065,Yes,48.77024595,49,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,2/3/2017,83.35,Month-to-Month,Two or More Lines,Fiber Optic
6174-NRBTZ,Male,0,No,No,0,1,1,Bank transfer (automatic),30.75,1489.3,No,48.43252033,48,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,2/3/2017,30.75,1 Year,No Phone Service,DSL
6175-IRFIT,Male,0,No,No,1,2,0,Mailed check,78.75,426.35,No,5.413968254,5,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2020,78.75,Month-to-Month,One Line,Fiber Optic
6176-YJWAS,Male,0,Yes,No,2,2,2,Credit card (automatic),97.95,7114.25,No,72.63144461,73,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,2/3/2015,97.95,2 Year,Two or More Lines,Fiber Optic
6177-PEVRA,Female,0,No,No,1,1,2,Credit card (automatic),55.5,2627.35,No,47.33963964,47,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,3/3/2017,55.5,2 Year,One Line,DSL
6178-KFNHS,Female,0,No,Yes,2,2,0,Electronic check,78.3,909.25,Yes,11.61238825,12,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,2,3/3/2020,78.3,Month-to-Month,Two or More Lines,Fiber Optic
6179-GJPSO,Female,1,No,No,1,2,0,Credit card (automatic),108.15,4600.7,Yes,42.53999075,43,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,8/3/2017,108.15,Month-to-Month,One Line,Fiber Optic
6180-YBIQI,Male,0,No,No,0,1,0,Mailed check,24.3,100.2,No,4.12345679,4,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,10/3/2020,24.3,Month-to-Month,No Phone Service,DSL
6181-AXXYF,Male,0,Yes,Yes,2,0,2,Credit card (automatic),24.75,1859.1,No,75.11515152,75,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,11/3/2014,24.75,2 Year,Two or More Lines,No Internet Service
6184-DYUOB,Female,0,Yes,No,1,0,0,Mailed check,19.6,55.25,No,2.818877551,3,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,1,12/3/2020,19.6,Month-to-Month,One Line,No Internet Service
6185-TASNN,Male,1,No,No,1,1,0,Electronic check,46.3,46.3,No,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2021,46.3,Month-to-Month,One Line,DSL
6188-UXBBR,Female,0,Yes,No,1,0,1,Credit card (automatic),20.25,814.75,No,40.2345679,40,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,1,10/3/2017,20.25,1 Year,One Line,No Internet Service
6194-HBGQN,Male,0,No,No,2,1,1,Credit card (automatic),81.15,4126.2,No,50.84658041,51,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,12/3/2016,81.15,1 Year,Two or More Lines,DSL
6195-MELTI,Male,0,No,No,1,1,1,Mailed check,54.65,3134.7,No,57.35956084,57,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,5/3/2016,54.65,1 Year,One Line,DSL
6196-HBOBZ,Male,0,Yes,No,2,2,2,Electronic check,99.35,6347.55,No,63.89079014,64,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,11/3/2015,99.35,2 Year,Two or More Lines,Fiber Optic
6198-PNNSZ,Female,0,Yes,No,2,2,1,Bank transfer (automatic),109.8,6109.65,No,55.64344262,56,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,7/3/2016,109.8,1 Year,Two or More Lines,Fiber Optic
6198-RTPMF,Female,0,Yes,No,2,2,0,Electronic check,92.6,1579.7,No,17.05939525,17,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,9/3/2019,92.6,Month-to-Month,Two or More Lines,Fiber Optic
6198-ZFIOJ,Female,0,No,No,2,2,0,Electronic check,75.6,402.5,No,5.324074074,5,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2020,75.6,Month-to-Month,Two or More Lines,Fiber Optic
6199-IPCAO,Female,0,Yes,Yes,2,0,2,Mailed check,26.1,692.55,No,26.53448276,27,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,12/3/2018,26.1,2 Year,Two or More Lines,No Internet Service
6199-IWKGC,Female,1,Yes,No,2,2,1,Electronic check,100.25,4753.85,No,47.41995012,47,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,3/3/2017,100.25,1 Year,Two or More Lines,Fiber Optic
6202-DYYFX,Female,0,No,No,2,2,1,Credit card (automatic),76,1783.6,No,23.46842105,23,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,3/3/2019,76,1 Year,Two or More Lines,Fiber Optic
6202-JVYEU,Male,0,No,No,1,0,1,Electronic check,19.9,164.6,No,8.271356784,8,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,6/3/2020,19.9,1 Year,One Line,No Internet Service
6203-HBZPA,Male,0,No,No,0,1,2,Credit card (automatic),63.9,3334.95,No,52.19014085,52,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,10/3/2016,63.9,2 Year,No Phone Service,DSL
6204-IEUXJ,Female,0,No,No,1,2,0,Credit card (automatic),80.1,217.55,Yes,2.715980025,3,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,12/3/2020,80.1,Month-to-Month,One Line,Fiber Optic
6207-WIOLX,Female,0,Yes,Yes,0,1,0,Credit card (automatic),58.6,1502.65,Yes,25.64249147,26,TRUE,TRUE,FALSE,TRUE,FALSE,Internet Only,3,1/3/2019,58.6,Month-to-Month,No Phone Service,DSL
6210-KBBPI,Male,1,No,No,2,2,0,Credit card (automatic),99.45,919.4,Yes,9.244846657,9,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,5/3/2020,99.45,Month-to-Month,Two or More Lines,Fiber Optic
6211-WHMYA,Female,1,No,No,0,1,0,Electronic check,43.85,2751,No,62.73660205,63,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,12/3/2015,43.85,Month-to-Month,No Phone Service,DSL
6211-WWLTF,Male,0,Yes,No,1,2,2,Credit card (automatic),99.7,6330.4,No,63.49448345,63,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,11/3/2015,99.7,2 Year,One Line,Fiber Optic
6212-ATMLK,Female,0,No,No,2,2,0,Electronic check,95.7,4729.75,No,49.42267503,49,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2017,95.7,Month-to-Month,Two or More Lines,Fiber Optic
6214-EDAKZ,Female,0,Yes,Yes,1,1,0,Electronic check,55.15,1206.05,Yes,21.86854034,22,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,3,5/3/2019,55.15,Month-to-Month,One Line,DSL
6215-NQCPY,Male,0,No,No,2,2,0,Electronic check,99.7,1566.75,No,15.71464393,16,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,11/3/2019,99.7,Month-to-Month,Two or More Lines,Fiber Optic
6217-KDYWC,Male,0,No,Yes,1,0,2,Mailed check,19.6,1170.55,No,59.72193878,60,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,2,3/3/2016,19.6,2 Year,One Line,No Internet Service
6217-TOWGS,Female,0,Yes,No,2,1,0,Bank transfer (automatic),75.4,1322.55,No,17.54045093,18,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,9/3/2019,75.4,Month-to-Month,Two or More Lines,DSL
6218-KNUBD,Male,0,No,No,1,1,0,Electronic check,59.45,357.6,No,6.015138772,6,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,8/3/2020,59.45,Month-to-Month,One Line,DSL
6221-AVQYL,Male,0,No,No,2,2,0,Credit card (automatic),73.25,131.05,Yes,1.789078498,2,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,1/3/2021,73.25,Month-to-Month,Two or More Lines,Fiber Optic
6223-DHJGV,Female,0,No,No,1,0,1,Mailed check,20.65,958.1,No,46.39709443,46,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,4/3/2017,20.65,1 Year,One Line,No Internet Service
6227-FBDXH,Male,0,Yes,No,2,2,1,Bank transfer (automatic),99.5,6841.45,No,68.75829146,69,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,6/3/2015,99.5,1 Year,Two or More Lines,Fiber Optic
6227-HWPWX,Female,0,No,Yes,1,2,0,Bank transfer (automatic),69,994.8,Yes,14.4173913,14,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,2,12/3/2019,69,Month-to-Month,One Line,Fiber Optic
6229-LSCKB,Male,1,No,No,1,2,0,Electronic check,79.7,497.6,No,6.243412798,6,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,8/3/2020,79.7,Month-to-Month,One Line,Fiber Optic
6229-UOLQL,Male,0,Yes,Yes,0,1,1,Mailed check,52,2884.9,No,55.47884615,55,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,3,7/3/2016,52,1 Year,No Phone Service,DSL
6230-BSUXY,Female,1,No,No,1,2,0,Electronic check,85,85,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,1/3/2021,85,Month-to-Month,One Line,Fiber Optic
6231-WFGFH,Male,0,Yes,Yes,1,0,0,Mailed check,20.5,77.6,No,3.785365854,4,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,11/3/2020,20.5,Month-to-Month,One Line,No Internet Service
6233-HXJMX,Female,0,No,No,2,2,0,Credit card (automatic),89.3,4192.15,No,46.94456887,47,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,4/3/2017,89.3,Month-to-Month,Two or More Lines,Fiber Optic
6234-PFPXL,Male,0,Yes,No,2,2,0,Credit card (automatic),95.9,2234.95,No,23.30500521,23,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,3/3/2019,95.9,Month-to-Month,Two or More Lines,Fiber Optic
6234-RAAPL,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),99.9,7251.7,No,72.58958959,73,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,2/3/2015,99.9,2 Year,Two or More Lines,Fiber Optic
6235-VDHOM,Female,1,No,No,0,1,0,Electronic check,28.45,131.05,Yes,4.606326889,5,TRUE,TRUE,FALSE,TRUE,FALSE,Internet Only,0,10/3/2020,28.45,Month-to-Month,No Phone Service,DSL
6240-EURKS,Female,0,No,Yes,0,1,0,Electronic check,35,553,Yes,15.8,16,TRUE,TRUE,FALSE,TRUE,FALSE,Internet Only,2,11/3/2019,35,Month-to-Month,No Phone Service,DSL
6242-FEGFD,Male,0,Yes,No,2,2,2,Mailed check,96.6,6424.25,No,66.50362319,67,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,8/3/2015,96.6,2 Year,Two or More Lines,Fiber Optic
6242-MBHPK,Female,1,Yes,No,1,2,0,Electronic check,95.1,2326.05,No,24.45899054,24,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,2/3/2019,95.1,Month-to-Month,One Line,Fiber Optic
6242-SGYTS,Male,0,Yes,Yes,2,2,1,Credit card (automatic),94.95,5791.85,No,60.99894681,61,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,2/3/2016,94.95,1 Year,Two or More Lines,Fiber Optic
6243-OZGFH,Female,0,No,No,0,1,0,Electronic check,44.95,996.85,No,22.17686318,22,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,4/3/2019,44.95,Month-to-Month,No Phone Service,DSL
6244-BESBM,Male,0,Yes,Yes,1,2,2,Credit card (automatic),95.2,6671.7,No,70.08088235,70,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,4/3/2015,95.2,2 Year,One Line,Fiber Optic
6248-BSHKG,Male,0,Yes,Yes,1,0,1,Mailed check,20.4,1226.45,No,60.12009804,60,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,2/3/2016,20.4,1 Year,One Line,No Internet Service
6248-TKCQV,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),80.6,5460.2,No,67.74441687,68,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,7/3/2015,80.6,2 Year,Two or More Lines,DSL
6250-CGGUN,Male,0,No,No,1,2,1,Electronic check,84.4,4484.05,No,53.1285545,53,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2016,84.4,1 Year,One Line,Fiber Optic
6252-DFGTK,Female,0,Yes,No,2,1,1,Credit card (automatic),68.1,2479.25,No,36.40602056,36,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,2/3/2018,68.1,1 Year,Two or More Lines,DSL
6253-GNHWH,Female,0,Yes,Yes,2,1,2,Mailed check,71.1,5224.95,No,73.48734177,73,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,1/3/2015,71.1,2 Year,Two or More Lines,DSL
6253-WRFHY,Male,0,Yes,Yes,1,1,1,Electronic check,64.75,877.35,No,13.54980695,14,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,1/3/2020,64.75,1 Year,One Line,DSL
6257-DTAYD,Male,0,Yes,No,2,2,2,Credit card (automatic),104.15,7365.3,No,70.71819491,71,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,4/3/2015,104.15,2 Year,Two or More Lines,Fiber Optic
6257-RJOHI,Male,0,No,No,1,1,0,Mailed check,50.8,202.3,No,3.982283465,4,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,11/3/2020,50.8,Month-to-Month,One Line,DSL
6258-NGCNG,Male,0,No,No,2,0,0,Mailed check,23.5,173,No,7.361702128,7,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,7/3/2020,23.5,Month-to-Month,Two or More Lines,No Internet Service
6258-PVZWJ,Male,0,Yes,No,2,1,2,Credit card (automatic),90.8,6302.85,No,69.41464758,69,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,5/3/2015,90.8,2 Year,Two or More Lines,DSL
6259-WJQLC,Male,1,No,No,2,2,0,Credit card (automatic),81.1,2619.25,No,32.29654747,32,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,6/3/2018,81.1,Month-to-Month,Two or More Lines,Fiber Optic
6260-ONULR,Male,0,No,No,1,1,0,Mailed check,62.8,62.8,No,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2021,62.8,Month-to-Month,One Line,DSL
6260-XLACS,Male,0,No,No,1,0,1,Mailed check,19.7,117.8,No,5.979695431,6,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,9/3/2020,19.7,1 Year,One Line,No Internet Service
6261-LHRTG,Female,0,No,No,1,1,0,Credit card (automatic),54.75,1406.9,No,25.69680365,26,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2019,54.75,Month-to-Month,One Line,DSL
6261-RCVNS,Female,0,No,No,1,1,1,Credit card (automatic),73.9,3160.55,Yes,42.76792963,43,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,8/3/2017,73.9,1 Year,One Line,DSL
6265-FRMTQ,Male,0,No,No,1,0,2,Bank transfer (automatic),20.4,609.1,No,29.85784314,30,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,9/3/2018,20.4,2 Year,One Line,No Internet Service
6265-SXWBU,Male,0,Yes,Yes,2,2,1,Credit card (automatic),95.75,6511.25,No,68.00261097,68,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,6/3/2015,95.75,1 Year,Two or More Lines,Fiber Optic
6266-QHOJZ,Female,0,No,No,2,2,1,Electronic check,89.85,5844.65,No,65.04897051,65,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2015,89.85,1 Year,Two or More Lines,Fiber Optic
6267-DCFFZ,Female,1,Yes,No,2,2,0,Electronic check,90.05,2627.2,No,29.17490283,29,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,9/3/2018,90.05,Month-to-Month,Two or More Lines,Fiber Optic
6270-OMFIW,Male,0,Yes,No,1,2,1,Electronic check,94.4,5610.25,Yes,59.43061441,59,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,3/3/2016,94.4,1 Year,One Line,Fiber Optic
6275-YDUVO,Female,0,No,No,1,2,0,Mailed check,86.2,178.7,Yes,2.073085847,2,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,12/3/2020,86.2,Month-to-Month,One Line,Fiber Optic
6278-FEPBZ,Female,0,No,No,1,0,0,Mailed check,20.25,186.15,No,9.192592593,9,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,5/3/2020,20.25,Month-to-Month,One Line,No Internet Service
6281-FKEWS,Female,0,No,No,0,1,1,Electronic check,49.05,2265,No,46.17737003,46,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,4/3/2017,49.05,1 Year,No Phone Service,DSL
6283-GITPX,Male,0,No,Yes,1,1,2,Credit card (automatic),76.9,5522.7,No,71.81664499,72,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,2,3/3/2015,76.9,2 Year,One Line,DSL
6284-AHOOQ,Male,1,No,No,2,2,0,Bank transfer (automatic),90.5,1910.6,Yes,21.11160221,21,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,5/3/2019,90.5,Month-to-Month,Two or More Lines,Fiber Optic
6284-KMNUF,Female,0,Yes,No,2,2,1,Electronic check,98,5270.6,No,53.78163265,54,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,9/3/2016,98,1 Year,Two or More Lines,Fiber Optic
6285-FTQBF,Male,0,Yes,Yes,2,0,2,Credit card (automatic),25.55,1867.7,No,73.09980431,73,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,1/3/2015,25.55,2 Year,Two or More Lines,No Internet Service
6286-SUUWT,Male,0,No,No,1,0,0,Mailed check,19.95,19.95,No,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,1/3/2021,19.95,Month-to-Month,One Line,No Internet Service
6286-ZHAOK,Female,0,Yes,Yes,2,0,0,Bank transfer (automatic),25.55,507.4,No,19.8590998,20,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,7/3/2019,25.55,Month-to-Month,Two or More Lines,No Internet Service
6288-CHQJB,Female,0,Yes,Yes,1,1,2,Bank transfer (automatic),69.95,3871.85,No,55.35167977,55,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,7/3/2016,69.95,2 Year,One Line,DSL
6288-LBEAR,Female,0,No,No,1,2,0,Mailed check,79.1,1783.75,No,22.5505689,23,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,4/3/2019,79.1,Month-to-Month,One Line,Fiber Optic
6289-CPNLD,Male,0,Yes,Yes,1,1,1,Mailed check,73.9,2405.05,Yes,32.54465494,33,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,3,6/3/2018,73.9,1 Year,One Line,DSL
6292-TOSSS,Male,0,No,No,2,0,2,Bank transfer (automatic),24.9,1195.25,No,48.00200803,48,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,2/3/2017,24.9,2 Year,Two or More Lines,No Internet Service
6295-OSINB,Male,0,Yes,No,2,2,2,Electronic check,109.65,7880.25,No,71.86730506,72,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,3/3/2015,109.65,2 Year,Two or More Lines,Fiber Optic
6296-DDOOR,Female,0,No,No,1,1,1,Electronic check,58.2,1045.25,No,17.95962199,18,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2019,58.2,1 Year,One Line,DSL
6297-NOOPG,Female,0,Yes,No,2,2,2,Electronic check,110.5,7752.05,No,70.15429864,70,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,4/3/2015,110.5,2 Year,Two or More Lines,Fiber Optic
6298-QDFNH,Male,0,No,No,2,2,0,Electronic check,79.35,1730.35,Yes,21.80655325,22,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,5/3/2019,79.35,Month-to-Month,Two or More Lines,Fiber Optic
6300-BWMJX,Female,0,Yes,No,2,2,0,Electronic check,93.35,5386.5,No,57.70219604,58,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,5/3/2016,93.35,Month-to-Month,Two or More Lines,Fiber Optic
6302-JGYRJ,Male,0,No,Yes,2,1,1,Mailed check,79.45,2587.7,Yes,32.57016992,33,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,2,6/3/2018,79.45,1 Year,Two or More Lines,DSL
6303-KFWSL,Female,0,No,No,2,1,1,Electronic check,55.25,1620.2,No,29.32488688,29,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2018,55.25,1 Year,Two or More Lines,DSL
6304-IJFSQ,Male,0,No,No,1,1,0,Mailed check,49.9,130.1,Yes,2.607214429,3,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,12/3/2020,49.9,Month-to-Month,One Line,DSL
6305-YLBMM,Male,0,No,No,1,2,1,Bank transfer (automatic),104.05,7262,Yes,69.79336857,70,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,5/3/2015,104.05,1 Year,One Line,Fiber Optic
6308-CQRBU,Female,0,Yes,No,2,2,2,Electronic check,109.25,7707.7,No,70.55102975,71,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,4/3/2015,109.25,2 Year,Two or More Lines,Fiber Optic
6311-UEUME,Female,0,No,No,1,2,0,Electronic check,78.9,2384.15,Yes,30.21736375,30,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,8/3/2018,78.9,Month-to-Month,One Line,Fiber Optic
